0d037a5d-827a-44dd-8b70-57603d671d5d|Utes|UTAH|c06cdbce-91ba-4306-b31c-97df5cbf2515|04d5255d-b2dc-43df-9fa8-d296b0f8ccd7
1da70895-f77f-44ef-b216-d63c02e696eb|Ducks|ORE|591ff737-8ad6-4a23-9de1-3721d5c4d8a1|04d5255d-b2dc-43df-9fa8-d296b0f8ccd7
2d4f0015-adb4-4877-8c15-4a6eed7eed03|Cougars|WSU|cccd8a1b-21ba-40a5-b197-7561bc74cacb|04d5255d-b2dc-43df-9fa8-d296b0f8ccd7
3a000455-de7c-4ca8-880e-abdce7f21da9|Trojans|USC|d03346fb-8618-4ad7-bbd8-1554a003c472|04d5255d-b2dc-43df-9fa8-d296b0f8ccd7
532d3874-b4b3-4c5c-acc6-749a6db26c8f|Beavers|ORST|02ccdcd1-9754-4816-9c68-2f7b9a27f844|04d5255d-b2dc-43df-9fa8-d296b0f8ccd7
683ab61f-546f-44da-b085-c3a5740554aa|Cardinal|STAN|9fe460a5-6d1e-4e27-a152-f867e2d6d099|04d5255d-b2dc-43df-9fa8-d296b0f8ccd7
9b166a3f-e64b-4825-bb6b-92c6f0418263|Wildcats|ARIZ|60c78748-ee0e-4764-9c8c-141e876d2abf|04d5255d-b2dc-43df-9fa8-d296b0f8ccd7
9fccbf28-2858-4263-821c-fdefb3c7efa3|Buffaloes|COLO|9adf9df2-fc71-4c24-8ddf-ad77f4a935f8|04d5255d-b2dc-43df-9fa8-d296b0f8ccd7
aacdc78d-b7fa-48f6-9686-2fdb8a95030e|Golden Bears|CAL|bf0a9070-8049-41c9-9a4e-dfa0dcf6ad07|04d5255d-b2dc-43df-9fa8-d296b0f8ccd7
ad4bc983-8d2e-4e6f-a8f9-80840a786c64|Sun Devils|ASU|1cfb6fcd-84c0-464a-b9bb-7ce687500dbc|04d5255d-b2dc-43df-9fa8-d296b0f8ccd7
e52c9644-717a-46f4-bf16-aeca000b3b44|Huskies|WASH|afe57543-ac2b-4b38-9f45-1b73ff001cc2|04d5255d-b2dc-43df-9fa8-d296b0f8ccd7
ec0d6b67-4b16-4b50-92b2-1a651dae6b0f|Bruins|UCLA|e7547c99-c087-4245-b039-19dc1f8df1b0|04d5255d-b2dc-43df-9fa8-d296b0f8ccd7
13358462-e05b-4449-8688-90c4622cdde8|Gamecocks|JVST|7e440eb5-7e21-4f97-8f88-c39852009991|0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c
23fec4e7-108f-4569-85d1-bef2f794e925|Panthers|EIU|98445659-5230-469d-95fd-471ab579d2ef|0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c
6a7083ab-1832-48c0-9168-427b35adbcde|Redhawks|SEMO|1d7f1e41-996f-421c-bee9-d98388be3e27|0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c
77a69fb0-1355-4342-ac09-b4cc7949d95e|Racers|MURR|0889bc9d-7348-478e-801c-8c71a2417bbb|0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c
87721c44-53a2-47aa-9b3a-0f1c99b0f328|Tigers|TNST|41300711-0d9a-4501-bda0-f2841fbdec2e|0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c
9febd5fa-982f-4f40-ad1d-8e49be96cf4f|Skyhawks|UTM|e9969453-033e-4fdd-99dc-5212240c8c9b|0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c
a0a22502-0d84-440c-84af-1fbb070ad54c|Bruins|BEL|8af089c8-7dc5-44a5-917c-fc0bb9040e0c|0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c
a0fdb660-a822-4337-b01d-31c4d2c99c8a|Governors|PEAY|61d49f1f-05d1-4f0a-89d9-c2aaf51812ea|0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c
b7747a03-c85b-4de6-94bf-1b5b68553248|Eagles|MORE|4ff71c66-7ac0-4726-a1b5-9f4706933b72|0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c
c206712f-2298-4279-b76c-834ac42809b9|Cougars|SIUE|4b6b39a9-d8dc-4af0-b879-03865bd4808a|0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c
e48e3dd5-721c-4d96-8ff4-790fe2597bfd|Colonels|EKY|730eda92-17aa-479c-aa90-05864f00d132|0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c
fe037cba-25d9-42f5-a461-61d7102c17de|Golden Eagles|TNTC|10268640-b52c-4959-ac59-7ec0172561f5|0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c
2a997096-a381-469d-a7e9-9e031c8b071c|Sycamores|INST|a3e5c367-dc92-4b58-b9be-a3b7de0187f8|1d9219c1-696c-42a2-b1be-e8b438795521
2c93a75d-5449-4ec1-9ca2-1e6c812399a4|Panthers|UNI|722a99c4-5041-4f9d-a898-61d377f7c8c2|1d9219c1-696c-42a2-b1be-e8b438795521
509aacc4-c121-46a2-800a-d5431ef181d2|Redbirds|ILST|130c58f1-bad3-4dcb-8d87-9d9dc44ca5ea|1d9219c1-696c-42a2-b1be-e8b438795521
61a3908a-7492-4b6f-809e-12c61976bb0a|Ramblers|L-IL|f20553bf-ea9a-4b02-8bc3-0ecb16deaa02|1d9219c1-696c-42a2-b1be-e8b438795521
